RSS,RLS,cumulative_cases,date_report
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,23,2020-04-20
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-04-20
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-04-20
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-04-20
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-04-20
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-04-20
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,11,2020-04-20
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,52,2020-04-20
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,144,2020-04-20
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,27,2020-04-20
03 - Capitale-Nationale,0311 - RLS de Portneuf,12,2020-04-20
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,359,2020-04-20
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,245,2020-04-20
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,55,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,127,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,280,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,327,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,18,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,126,2020-04-20
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,23,2020-04-20
05 - Estrie,0511 - RLS de la Pommeraie,99,2020-04-20
05 - Estrie,0512 - RLS de la Haute-Yamaska,183,2020-04-20
05 - Estrie,0513 - RLS de Memphrémagog,78,2020-04-20
05 - Estrie,0514 - RLS de Coaticook,11,2020-04-20
05 - Estrie,0515 - RLS de Sherbrooke,254,2020-04-20
05 - Estrie,0516 - RLS de Val Saint-François,101,2020-04-20
05 - Estrie,0517 - RLS d'Asbestos,9,2020-04-20
05 - Estrie,0518 - RLS du Haut-Saint-François,29,2020-04-20
05 - Estrie,0519 - RLS du Granit,16,2020-04-20
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,324,2020-04-20
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,532,2020-04-20
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,525,2020-04-20
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,1077,2020-04-20
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,686,2020-04-20
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,497,2020-04-20
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,467,2020-04-20
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,1119,2020-04-20
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,288,2020-04-20
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,613,2020-04-20
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,786,2020-04-20
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,604,2020-04-20
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,11,2020-04-20
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,173,2020-04-20
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,28,2020-04-20
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-04-20
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,119,2020-04-20
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-04-20
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-04-20
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,15,2020-04-20
09 - Côte-Nord,0913 - RLS de Port-Cartier,35,2020-04-20
09 - Côte-Nord,0914 - RLS de Sept-Îles,43,2020-04-20
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-04-20
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-04-20
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-04-20
10 - Nord-du-Québec,1001 - Nord-du-Québec,7,2020-04-20
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,89,2020-04-20
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,22,2020-04-20
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-04-20
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,268,2020-04-20
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,15,2020-04-20
12 - Chaudière-Appalaches,1213 - RLS de Beauce,39,2020-04-20
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,10,2020-04-20
13 - Laval,1311 - RLS de Laval,2095,2020-04-20
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,570,2020-04-20
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,833,2020-04-20
15 - Laurentides,1511 - RLS d'Antoine-Labelle,12,2020-04-20
15 - Laurentides,1512 - RLS des Laurentides,20,2020-04-20
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,28,2020-04-20
15 - Laurentides,1514 - RLS d'Argenteuil,17,2020-04-20
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,189,2020-04-20
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,247,2020-04-20
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,333,2020-04-20
16 - Montérégie,1611 - RLS de Champlain,580,2020-04-20
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,229,2020-04-20
16 - Montérégie,1621 - RLS Pierre-Boucher,574,2020-04-20
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,206,2020-04-20
16 - Montérégie,1623 - RLS Pierre-De Saurel,13,2020-04-20
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,244,2020-04-20
16 - Montérégie,1632 - RLS du Suroît,128,2020-04-20
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,15,2020-04-20
16 - Montérégie,1634 - RLS de Jardins-Roussillon,357,2020-04-20
17 - Nunavik,1701 - Nunavik,14,2020-04-20
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,5,2020-04-20
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,23,2020-04-21
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-04-21
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-04-21
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-04-21
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-04-21
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,11,2020-04-21
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,43,2020-04-21
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,148,2020-04-21
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,27,2020-04-21
03 - Capitale-Nationale,0311 - RLS de Portneuf,12,2020-04-21
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,372,2020-04-21
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,251,2020-04-21
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,56,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,126,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,281,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,336,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,17,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,129,2020-04-21
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,18,2020-04-21
05 - Estrie,0511 - RLS de la Pommeraie,88,2020-04-21
05 - Estrie,0512 - RLS de la Haute-Yamaska,180,2020-04-21
05 - Estrie,0513 - RLS de Memphrémagog,77,2020-04-21
05 - Estrie,0514 - RLS de Coaticook,7,2020-04-21
05 - Estrie,0515 - RLS de Sherbrooke,255,2020-04-21
05 - Estrie,0516 - RLS de Val Saint-François,66,2020-04-21
05 - Estrie,0517 - RLS d'Asbestos,9,2020-04-21
05 - Estrie,0518 - RLS du Haut-Saint-François,24,2020-04-21
05 - Estrie,0519 - RLS du Granit,13,2020-04-21
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,333,2020-04-21
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,543,2020-04-21
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,540,2020-04-21
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,1121,2020-04-21
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,730,2020-04-21
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,511,2020-04-21
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,491,2020-04-21
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,1202,2020-04-21
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,302,2020-04-21
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,657,2020-04-21
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,842,2020-04-21
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,629,2020-04-21
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,10,2020-04-21
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,176,2020-04-21
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,27,2020-04-21
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-04-21
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,120,2020-04-21
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-04-21
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-04-21
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,15,2020-04-21
09 - Côte-Nord,0913 - RLS de Port-Cartier,35,2020-04-21
09 - Côte-Nord,0914 - RLS de Sept-Îles,43,2020-04-21
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-04-21
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-04-21
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-04-21
10 - Nord-du-Québec,1001 - Nord-du-Québec,7,2020-04-21
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,101,2020-04-21
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,22,2020-04-21
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-04-21
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,269,2020-04-21
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,15,2020-04-21
12 - Chaudière-Appalaches,1213 - RLS de Beauce,32,2020-04-21
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,10,2020-04-21
13 - Laval,1311 - RLS de Laval,2199,2020-04-21
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,574,2020-04-21
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,855,2020-04-21
15 - Laurentides,1511 - RLS d'Antoine-Labelle,11,2020-04-21
15 - Laurentides,1512 - RLS des Laurentides,21,2020-04-21
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,23,2020-04-21
15 - Laurentides,1514 - RLS d'Argenteuil,18,2020-04-21
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,200,2020-04-21
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,257,2020-04-21
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,346,2020-04-21
16 - Montérégie,1611 - RLS de Champlain,618,2020-04-21
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,227,2020-04-21
16 - Montérégie,1621 - RLS Pierre-Boucher,614,2020-04-21
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,216,2020-04-21
16 - Montérégie,1623 - RLS Pierre-De Saurel,14,2020-04-21
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,255,2020-04-21
16 - Montérégie,1632 - RLS du Suroît,129,2020-04-21
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,15,2020-04-21
16 - Montérégie,1634 - RLS de Jardins-Roussillon,370,2020-04-21
17 - Nunavik,1701 - Nunavik,14,2020-04-21
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,5,2020-04-21
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,23,2020-04-24
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-04-24
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-04-24
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-04-24
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-04-24
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-04-24
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,12,2020-04-24
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,50,2020-04-24
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,158,2020-04-24
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,29,2020-04-24
03 - Capitale-Nationale,0311 - RLS de Portneuf,14,2020-04-24
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,424,2020-04-24
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,271,2020-04-24
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,72,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,133,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,295,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,376,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,23,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,166,2020-04-24
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,18,2020-04-24
05 - Estrie,0511 - RLS de la Pommeraie,90,2020-04-24
05 - Estrie,0512 - RLS de la Haute-Yamaska,186,2020-04-24
05 - Estrie,0513 - RLS de Memphrémagog,78,2020-04-24
05 - Estrie,0514 - RLS de Coaticook,7,2020-04-24
05 - Estrie,0515 - RLS de Sherbrooke,262,2020-04-24
05 - Estrie,0516 - RLS de Val Saint-François,66,2020-04-24
05 - Estrie,0517 - RLS d'Asbestos,9,2020-04-24
05 - Estrie,0518 - RLS du Haut-Saint-François,25,2020-04-24
05 - Estrie,0519 - RLS du Granit,12,2020-04-24
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,452,2020-04-24
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,712,2020-04-24
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,670,2020-04-24
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,1412,2020-04-24
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1035,2020-04-24
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,644,2020-04-24
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,675,2020-04-24
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,1703,2020-04-24
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,386,2020-04-24
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,921,2020-04-24
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,1307,2020-04-24
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,883,2020-04-24
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,10,2020-04-24
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,199,2020-04-24
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,28,2020-04-24
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-04-24
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,122,2020-04-24
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-04-24
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-04-24
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,16,2020-04-24
09 - Côte-Nord,0913 - RLS de Port-Cartier,38,2020-04-24
09 - Côte-Nord,0914 - RLS de Sept-Îles,44,2020-04-24
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-04-24
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-04-24
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-04-24
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-04-24
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,117,2020-04-24
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,24,2020-04-24
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,8,2020-04-24
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,287,2020-04-24
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,15,2020-04-24
12 - Chaudière-Appalaches,1213 - RLS de Beauce,33,2020-04-24
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,5,2020-04-24
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,10,2020-04-24
13 - Laval,1311 - RLS de Laval,2589,2020-04-24
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,672,2020-04-24
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,1029,2020-04-24
15 - Laurentides,1511 - RLS d'Antoine-Labelle,11,2020-04-24
15 - Laurentides,1512 - RLS des Laurentides,34,2020-04-24
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,35,2020-04-24
15 - Laurentides,1514 - RLS d'Argenteuil,17,2020-04-24
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,214,2020-04-24
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,295,2020-04-24
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,408,2020-04-24
16 - Montérégie,1611 - RLS de Champlain,697,2020-04-24
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,238,2020-04-24
16 - Montérégie,1621 - RLS Pierre-Boucher,671,2020-04-24
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,237,2020-04-24
16 - Montérégie,1623 - RLS Pierre-De Saurel,14,2020-04-24
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,273,2020-04-24
16 - Montérégie,1632 - RLS du Suroît,138,2020-04-24
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,16,2020-04-24
16 - Montérégie,1634 - RLS de Jardins-Roussillon,399,2020-04-24
17 - Nunavik,1701 - Nunavik,14,2020-04-24
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,6,2020-04-24
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,23,2020-04-26
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-04-26
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-04-26
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-04-26
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-04-26
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-04-26
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,12,2020-04-26
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,49,2020-04-26
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,159,2020-04-26
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,29,2020-04-26
03 - Capitale-Nationale,0311 - RLS de Portneuf,17,2020-04-26
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,430,2020-04-26
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,304,2020-04-26
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,73,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,135,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,296,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,389,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,24,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,168,2020-04-26
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,18,2020-04-26
05 - Estrie,0511 - RLS de la Pommeraie,94,2020-04-26
05 - Estrie,0512 - RLS de la Haute-Yamaska,187,2020-04-26
05 - Estrie,0513 - RLS de Memphrémagog,79,2020-04-26
05 - Estrie,0514 - RLS de Coaticook,7,2020-04-26
05 - Estrie,0515 - RLS de Sherbrooke,264,2020-04-26
05 - Estrie,0516 - RLS de Val Saint-François,66,2020-04-26
05 - Estrie,0517 - RLS d'Asbestos,9,2020-04-26
05 - Estrie,0518 - RLS du Haut-Saint-François,26,2020-04-26
05 - Estrie,0519 - RLS du Granit,12,2020-04-26
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,469,2020-04-26
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,726,2020-04-26
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,674,2020-04-26
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,1442,2020-04-26
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1065,2020-04-26
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,681,2020-04-26
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,705,2020-04-26
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,1779,2020-04-26
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,402,2020-04-26
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,999,2020-04-26
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,1386,2020-04-26
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,920,2020-04-26
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,10,2020-04-26
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,203,2020-04-26
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,28,2020-04-26
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-04-26
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,122,2020-04-26
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-04-26
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-04-26
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,16,2020-04-26
09 - Côte-Nord,0913 - RLS de Port-Cartier,38,2020-04-26
09 - Côte-Nord,0914 - RLS de Sept-Îles,44,2020-04-26
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-04-26
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-04-26
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-04-26
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-04-26
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,123,2020-04-26
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,25,2020-04-26
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,8,2020-04-26
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,293,2020-04-26
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,15,2020-04-26
12 - Chaudière-Appalaches,1213 - RLS de Beauce,34,2020-04-26
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,5,2020-04-26
